DateCollared,DateDrilled,Ring,Hole,Rods,ActualLength,RigName
16/10/20 14:48,16/10/20 15:20,L1A,H10,6.599999905,11.80000019,RIG 1
16/10/20 16:38,16/10/20 17:37,L1A,H9,6.900000095,12.30000019,RIG 1
16/10/20 17:41,16/10/20 19:18,L1B,H1,6.900000095,12.30000019,RIG 1
16/10/20 18:27,16/10/20 19:15,L1B,H2,6.900000095,12.30000019,RIG 1
16/10/20 20:05,16/10/20 20:05,L1C,H7,6.599999905,11.80000019,RIG 1
17/10/20 0:48,17/10/20 1:14,L1C,H9,6.599999905,11.80000019,RIG 1
17/10/20 1:14,17/10/20 1:14,L1C,H8,6.900000095,12.30000019,RIG 1
17/10/20 3:06,17/10/20 3:06,L1C,H10,6.900000095,12.30000019,RIG 1
17/10/20 3:11,17/10/20 3:32,L1C,H11-rev,6.599999905,11.89999962,RIG 1
17/10/20 5:50,17/10/20 5:51,L1D,H1,6.900000095,12.30000019,RIG 1
17/10/20 5:51,17/10/20 6:25,L1D,H2,6.900000095,12.30000019,RIG 1
17/10/20 6:33,17/10/20 6:55,L1E,H8,6.599999905,11.80000019,RIG 1
17/10/20 7:52,17/10/20 8:18,L1E,H9,6.900000095,12.30000019,RIG 1
17/10/20 8:28,17/10/20 11:28,L1E,H10,6.599999905,11.80000019,RIG 1
17/10/20 11:33,17/10/20 11:58,L2,H8,6.599999905,11.80000019,RIG 1
17/10/20 12:08,17/10/20 12:28,L2,H9-rev,6.599999905,12,RIG 1
17/10/20 16:47,21/1/21 6:25,L10A,H7,6.599999905,11.69999981,RIG 1
17/10/20 17:24,21/1/21 6:04,L10A,H8,6.800000191,12.19999981,RIG 1
17/10/20 18:32,21/1/21 5:43,L10A,H10,6.800000191,12.19999981,RIG 1
17/10/20 19:55,21/1/21 7:37,L10A,H9,7.099999905,12.69999981,RIG 1
17/10/20 23:54,21/1/21 8:05,L10B,H1,7.099999905,12.69999981,RIG 1
18/10/20 0:47,21/1/21 7:51,L10B,H2,7.099999905,12.69999981,RIG 1
18/10/20 1:48,21/1/21 11:28,L10C,H1,1.299999952,2.299999952,RIG 1
18/10/20 1:57,21/1/21 11:30,L10C,H2,5.800000191,10.30000019,RIG 1
18/10/20 2:29,21/1/21 11:42,L10C,H3,5.699999809,10.19999981,RIG 1
18/10/20 2:55,21/1/21 11:54,L10C,H4,5.699999809,10.19999981,RIG 1
18/10/20 3:20,21/1/21 12:07,L10C,H5,5.800000191,10.39999962,RIG 1
18/10/20 3:48,21/1/21 12:18,L10C,H6,6,10.80000019,RIG 1
18/10/20 4:17,21/1/21 12:31,L10C,H7,6.400000095,11.39999962,RIG 1
18/10/20 4:49,21/1/21 12:46,L10C,H8,6.800000191,12.19999981,RIG 1
18/10/20 6:19,21/1/21 8:27,L10C,H9-rev,7.099999905,12.69999981,RIG 1
18/10/20 7:07,21/1/21 13:41,L10C,H10,6.800000191,12.10000038,RIG 1
18/10/20 7:36,18/10/20 7:37,L10C,H19,2,3.599999905,RIG 1
18/10/20 7:45,18/10/20 7:55,L10C,H18,4.400000095,7.699999809,RIG 1
18/10/20 8:12,18/10/20 13:08,L10C,H17,4,7.199999809,RIG 1
18/10/20 13:12,18/10/20 13:25,L10C,H16,3.799999952,6.800000191,RIG 1
18/10/20 13:29,18/10/20 13:45,L10C,H15,4,7,RIG 1
18/10/20 13:50,18/10/20 14:05,L10C,H14,4.300000191,7.599999905,RIG 1
18/10/20 14:10,18/10/20 14:29,L10C,H13,4.900000095,8.699999809,RIG 1
18/10/20 14:34,21/1/21 14:02,L10C,H12,6.800000191,12.19999981,RIG 1
18/10/20 15:43,21/1/21 8:41,L10C,H11,7.099999905,12.69999981,RIG 1
18/10/20 18:19,21/1/21 14:12,L10E,H1,3,5.400000095,RIG 1
18/10/20 18:31,21/1/21 14:21,L10E,H2,5.699999809,10.19999981,RIG 1
18/10/20 18:59,21/1/21 14:33,L10E,H3,5.699999809,10.19999981,RIG 1
18/10/20 19:26,21/1/21 15:01,L10E,H4,5.800000191,10.30000019,RIG 1
18/10/20 19:48,21/1/21 15:24,L10E,H5,5.900000095,10.60000038,RIG 1
18/10/20 20:12,21/1/21 15:46,L10E,H6,6.199999809,11,RIG 1
18/10/20 20:37,18/10/20 23:36,L10E,H7,6.5,11.69999981,RIG 1
18/10/20 23:42,21/1/21 16:28,L10E,H8,6.800000191,12.10000038,RIG 1
19/10/20 1:01,19/10/20 1:21,L10E,H17,4.400000095,7.800000191,RIG 1
19/10/20 1:23,19/10/20 1:37,L10E,H16,4.099999905,7.400000095,RIG 1
19/10/20 1:41,19/10/20 2:02,L10E,H15-rev,3.900000095,7,RIG 1
19/10/20 2:11,19/10/20 2:29,L10E,H14,3.900000095,6.900000095,RIG 1
19/10/20 2:51,19/10/20 2:51,L10E,H13-rev,4.099999905,7.300000191,RIG 1
19/10/20 2:55,19/10/20 3:10,L10E,H12,4.5,8,RIG 1
19/10/20 3:18,19/10/20 3:48,L10E,H9,7.099999905,12.60000038,RIG 1
19/10/20 4:52,21/1/21 18:00,L10D,H2,7.099999905,12.69999981,RIG 1
19/10/20 5:28,19/10/20 6:03,L10D,H1,7.099999905,12.69999981,RIG 1
19/10/20 6:07,21/1/21 16:47,L10E,H10,6.800000191,12.19999981,RIG 1
19/10/20 6:38,19/10/20 6:57,L10E,H11,5.300000191,9.399999619,RIG 1
19/10/20 11:28,19/10/20 12:33,L1,H1,3.099999905,5.5,RIG 1
19/10/20 12:36,19/10/20 12:49,L1,H2,3.099999905,5.599999905,RIG 1
19/10/20 13:02,19/10/20 13:10,L2,H1,1.700000048,2.900000095,RIG 1
19/10/20 13:13,19/10/20 13:32,L2,H2,4.699999809,8.399999619,RIG 1
19/10/20 13:37,19/10/20 13:55,L2,H3,5,9,RIG 1
19/10/20 14:32,19/10/20 14:57,L2,H4,4.699999809,8.300000191,RIG 1
19/10/20 15:01,19/10/20 15:37,L2,H5,8.300000191,14.80000019,RIG 1
19/10/20 15:43,19/10/20 16:17,L2,H6,7.300000191,13,RIG 1
19/10/20 16:38,19/10/20 17:02,L2,H7,6.400000095,11.39999962,RIG 1
19/10/20 17:09,19/10/20 17:32,L2,H8,5.800000191,10.30000019,RIG 1
19/10/20 17:37,19/10/20 18:01,L2,H9,5.5,9.800000191,RIG 1
19/10/20 18:07,19/10/20 18:20,L2,H10,4.099999905,7.400000095,RIG 1
19/10/20 18:26,19/10/20 18:39,L2,H11,3.299999952,5.900000095,RIG 1
19/10/20 18:41,19/10/20 18:52,L2,H12,3,5.300000191,RIG 1
19/10/20 19:01,19/10/20 19:05,L3,H1,1.5,2.599999905,RIG 1
19/10/20 19:10,19/10/20 19:27,L3,H2,4.5,8.100000381,RIG 1
19/10/20 19:31,19/10/20 19:55,L3,H3,5.800000191,10.39999962,RIG 1
19/10/20 23:48,20/10/20 0:49,L3,H4,7.199999809,13,RIG 1
20/10/20 0:50,20/10/20 1:33,L3,H5,8.600000381,15.30000019,RIG 1
20/10/20 1:37,20/10/20 2:25,L3,H6,9.600000381,17.20000076,RIG 1
20/10/20 3:59,20/10/20 4:36,L3,H7-rev,10.10000038,18.10000038,RIG 1
20/10/20 4:48,20/10/20 5:41,L3,H8,11.10000038,19.89999962,RIG 1
20/10/20 5:55,20/10/20 5:59,L3,H9,8.800000191,15.80000019,RIG 1
20/10/20 6:42,20/10/20 7:15,L3,H10,6.900000095,12.30000019,RIG 1
20/10/20 7:21,20/10/20 7:43,L3,H11,5.199999809,9.300000191,RIG 1
20/10/20 7:48,20/10/20 8:04,L3,H13,3.299999952,5.800000191,RIG 1
20/10/20 8:08,20/10/20 8:25,L3,H12,4.099999905,7.199999809,RIG 1
20/10/20 8:30,20/10/20 12:02,L4,H8,7.300000191,13,RIG 1
20/10/20 12:06,20/10/20 12:13,L4,H1,0.800000012,1.399999976,RIG 1
20/10/20 12:19,20/10/20 12:37,L4,H2,3.200000048,5.599999905,RIG 1
20/10/20 12:45,20/10/20 14:02,L4,H7,6.599999905,11.69999981,RIG 1
20/10/20 14:06,20/10/20 14:29,L4,H3,5.400000095,9.600000381,RIG 1
20/10/20 14:59,20/10/20 14:59,L4,H4,5.5,9.800000191,RIG 1
20/10/20 15:02,20/10/20 15:35,L4,H5,5.699999809,10.30000019,RIG 1
20/10/20 16:11,20/10/20 16:11,L4,H6,6.099999905,10.80000019,RIG 1
20/10/20 16:18,20/10/20 16:48,L4,H9,7.5,13.5,RIG 1
20/10/20 17:20,20/10/20 17:27,L4,H10,5.900000095,10.5,RIG 1
20/10/20 17:30,20/10/20 17:53,L4,H11,4.5,8,RIG 1
20/10/20 17:55,20/10/20 18:11,L4,H12,3.400000095,6,RIG 1
20/10/20 18:15,20/10/20 18:34,L4,H13,2.900000095,5.199999809,RIG 1
21/10/20 6:33,21/10/20 6:38,L7A,H1,1.200000048,2.099999905,RIG 1
21/10/20 6:40,21/10/20 7:00,L7A,H2,4.199999809,7.400000095,RIG 1
21/10/20 7:04,21/10/20 7:31,L7A,H3,5.400000095,9.699999809,RIG 1
21/10/20 7:36,21/10/20 8:01,L7A,H4,7,12.5,RIG 1
21/10/20 8:06,21/10/20 8:14,L7A,H14,3.5,6.199999809,RIG 1
21/10/20 8:24,21/10/20 12:21,L7A,H7,10.10000038,18,RIG 1
21/10/20 12:38,21/10/20 13:12,L7A,H5,8.300000191,14.80000019,RIG 1
21/10/20 13:20,21/10/20 13:45,L7A,H12,5.099999905,9,RIG 1
21/10/20 13:47,21/10/20 14:23,L7A,H6,9.199999809,16.5,RIG 1
21/10/20 14:28,21/10/20 14:53,L7A,H11,6.400000095,11.39999962,RIG 1
21/10/20 15:00,21/10/20 15:40,L7A,H10,8.399999619,15,RIG 1
21/10/20 15:41,21/10/20 16:04,L7A,H13,4.199999809,7.400000095,RIG 1
21/10/20 16:07,21/10/20 17:07,L7A,H8,11,19.79999924,RIG 1
21/10/20 18:00,21/10/20 18:00,L7A,H9,10.89999962,19.60000038,RIG 1
22/10/20 1:44,22/10/20 2:05,P6,H21,4.800000191,8.5,RIG 1
22/10/20 2:07,22/10/20 2:25,P6,H20,5.300000191,9.399999619,RIG 1
22/10/20 2:33,22/10/20 2:54,P6,H19,6.300000191,11.19999981,RIG 1
22/10/20 4:27,22/10/20 4:58,P6,H18-rev,8,14.10000038,RIG 1
22/10/20 5:29,22/10/20 6:36,P6,H17,9.600000381,17.10000038,RIG 1
22/10/20 7:05,22/10/20 7:18,T1,H23,4,7.099999905,RIG 1
22/10/20 7:41,22/10/20 8:00,T1,H22,5,9,RIG 1
22/10/20 8:13,22/10/20 8:34,T1,H21-rev,5.5,9.800000191,RIG 1
22/10/20 12:02,22/10/20 12:30,T1,H20,6.199999809,11.10000038,RIG 1
22/10/20 12:33,22/10/20 13:09,T1,H19,7.199999809,12.80000019,RIG 1
22/10/20 13:13,22/10/20 13:47,T1,H18,8.100000381,14.60000038,RIG 1
22/10/20 13:58,22/10/20 14:41,T1,H17,9.300000191,16.60000038,RIG 1
22/10/20 14:58,22/10/20 15:51,T2,H14,8.800000191,15.80000019,RIG 1
22/10/20 16:27,22/10/20 16:28,T2,H16,6.400000095,11.39999962,RIG 1
22/10/20 16:30,22/10/20 17:05,T2,H15,7.5,13.5,RIG 1
22/10/20 17:14,22/10/20 17:35,T3,H25,5.099999905,9.199999809,RIG 1
22/10/20 17:40,22/10/20 18:00,T3,H24,5.599999905,10,RIG 1
22/10/20 18:07,22/10/20 18:32,T3,H23,6.199999809,11.10000038,RIG 1
22/10/20 18:42,22/10/20 19:09,T3,H22,7.099999905,12.69999981,RIG 1
22/10/20 19:15,22/10/20 19:51,T3,H21,8.300000191,14.89999962,RIG 1
22/10/20 19:54,22/10/20 20:13,T3,H20,9.300000191,16.60000038,RIG 1
23/10/20 1:04,23/10/20 1:18,R1A,H2,2.799999952,4.900000095,RIG 1
23/10/20 1:25,6/11/20 0:09,R1A,H1,9.5,17.29999924,RIG 1
23/10/20 2:12,23/10/20 2:18,R1,H9,1.5,2.599999905,RIG 1
23/10/20 2:20,6/11/20 0:37,R1,H8,4.099999905,7.800000191,RIG 1
23/10/20 2:46,6/11/20 0:50,R1,H7,5.800000191,11,RIG 1
23/10/20 3:35,6/11/20 1:16,R1,H6,8.600000381,16.10000038,RIG 1
23/10/20 5:14,6/11/20 1:51,R1,H5,9.100000381,17,RIG 1
23/10/20 5:55,23/10/20 6:22,R1,H4,8.600000381,15.39999962,RIG 1
23/10/20 6:31,23/10/20 6:51,R1,H3,5.5,9.899999619,RIG 1
23/10/20 7:00,23/10/20 7:13,R1,H2,3.200000048,5.699999809,RIG 1
23/10/20 7:16,23/10/20 7:26,R1,H1,2.299999952,4,RIG 1
23/10/20 7:39,23/10/20 7:48,L1,H1,2,3.599999905,RIG 1
23/10/20 7:53,23/10/20 8:02,L1,H2,2.799999952,4.900000095,RIG 1
23/10/20 8:05,23/10/20 8:15,L1,H3,2.900000095,5.199999809,RIG 1
23/10/20 8:20,23/10/20 8:34,L1,H4,3.299999952,5.800000191,RIG 1
23/10/20 8:41,6/11/20 3:03,R2,H13,7.800000191,14.60000038,RIG 1
23/10/20 12:31,23/10/20 12:39,R2,H16,1.5,2.599999905,RIG 1
23/10/20 12:44,6/11/20 2:44,R2,H15,3.799999952,7.400000095,RIG 1
23/10/20 13:02,6/11/20 3:03,R2,H14,5.300000191,10.19999981,RIG 1
23/10/20 13:29,23/10/20 13:51,R2,H10,5.199999809,9.300000191,RIG 1
23/10/20 13:53,6/11/20 3:31,R2,H12,9,16.70000076,RIG 1
23/10/20 15:48,23/10/20 15:49,R2,H11,9.100000381,16.29999924,RIG 1
23/10/20 15:50,23/10/20 16:05,R2,H9,2.900000095,5.099999905,RIG 1
23/10/20 16:07,23/10/20 16:08,R2,H8,1.700000048,3,RIG 1
23/10/20 16:26,6/11/20 2:15,R2A,H2,9.300000191,17.20000076,RIG 1
24/10/20 18:51,24/10/20 18:51,R20,H11,1.200000048,2,RIG 1
24/10/20 18:54,24/10/20 19:57,R20,H10,6.800000191,12.19999981,RIG 1
24/10/20 20:01,24/10/20 23:33,R20,H9-rev,6.900000095,12.30000019,RIG 1
24/10/20 23:43,25/10/20 0:21,R20,H8,6.900000095,12.39999962,RIG 1
25/10/20 6:21,25/10/20 7:22,R20,H7,7.199999809,12.89999962,RIG 1
25/10/20 7:28,25/10/20 7:56,R20,H6,7.699999809,13.69999981,RIG 1
25/10/20 8:07,25/10/20 11:43,R20,H5,8.5,15.19999981,RIG 1
25/10/20 11:50,25/10/20 12:33,R20,H4,9.600000381,17.10000038,RIG 1
25/10/20 12:37,25/10/20 13:06,R20,H3-rev,7.599999905,13.39999962,RIG 1
25/10/20 13:12,25/10/20 13:41,R20,H1,5.199999809,9.199999809,RIG 1
25/10/20 13:43,25/10/20 14:11,R20,H2,6.099999905,10.80000019,RIG 1
25/10/20 14:16,25/10/20 14:29,R20A,H1,2.799999952,5,RIG 1
25/10/20 14:51,25/10/20 15:03,L21,H1,1.5,2.5,RIG 1
25/10/20 15:05,25/10/20 17:26,L21,H2,5.800000191,10.30000019,RIG 1
25/10/20 17:42,25/10/20 18:04,L21,H3,5.699999809,10.10000038,RIG 1
25/10/20 18:06,25/10/20 18:32,L21,H4,5.800000191,10.30000019,RIG 1
25/10/20 18:39,25/10/20 19:08,L21,H5,6,10.80000019,RIG 1
25/10/20 19:09,25/10/20 19:36,L21,H6,6.699999809,11.89999962,RIG 1
25/10/20 19:41,25/10/20 20:03,L21,H7-rev,6.199999809,11.10000038,RIG 1
25/10/20 20:13,26/10/20 0:03,R21,H4,9,16.10000038,RIG 1
26/10/20 0:05,26/10/20 0:19,R21,H11,1.200000048,2.099999905,RIG 1
26/10/20 0:23,26/10/20 0:47,R21,H10,6.800000191,12.19999981,RIG 1
26/10/20 1:03,26/10/20 1:32,R21,H9,6.800000191,12.19999981,RIG 1
26/10/20 1:39,26/10/20 2:21,R21,H8,6.900000095,12.39999962,RIG 1
26/10/20 2:23,26/10/20 2:53,R21,H7,7.099999905,12.80000019,RIG 1
26/10/20 3:07,26/10/20 3:41,R21,H6,7.599999905,13.60000038,RIG 1
26/10/20 3:44,26/10/20 4:13,R21,H5,8.399999619,15,RIG 1
26/10/20 4:27,26/10/20 4:57,R21,H3,7.400000095,13.19999981,RIG 1
26/10/20 5:09,26/10/20 5:31,R21,H2,6.300000191,11.19999981,RIG 1
26/10/20 5:36,26/10/20 5:57,R21,H1,5.300000191,9.5,RIG 1
26/10/20 6:06,26/10/20 6:26,L21,H11,4.699999809,8.399999619,RIG 1
26/10/20 6:30,26/10/20 6:48,L21,H10,4.599999905,8.199999809,RIG 1
26/10/20 6:54,26/10/20 7:17,L21,H9,4.699999809,8.399999619,RIG 1
26/10/20 7:22,26/10/20 7:45,L21,H8,5.300000191,9.399999619,RIG 1
26/10/20 7:54,26/10/20 8:04,L21A,H1,2.700000048,4.800000191,RIG 1
26/10/20 8:09,26/10/20 8:22,R21a,H1,2.799999952,5,RIG 1
26/10/20 8:23,26/10/20 8:30,R22,H11,1.299999952,2.299999952,RIG 1
26/10/20 8:37,26/10/20 11:29,R22,H5,8.5,15.19999981,RIG 1
26/10/20 11:31,26/10/20 12:00,R22,H10,6.900000095,12.30000019,RIG 1
26/10/20 12:06,26/10/20 12:38,R22,H9,6.900000095,12.30000019,RIG 1
26/10/20 12:39,26/10/20 13:07,R22,H8,7,12.5,RIG 1
26/10/20 13:15,26/10/20 13:45,R22,H7,7.199999809,12.89999962,RIG 1
26/10/20 13:55,26/10/20 14:25,R22,H6,7.699999809,13.69999981,RIG 1
26/10/20 14:33,26/10/20 15:14,R22,H4,8.199999809,14.60000038,RIG 1
26/10/20 15:21,26/10/20 15:54,R22,H3,6.800000191,12.10000038,RIG 1
26/10/20 16:01,26/10/20 16:33,R22,H2,5.800000191,10.30000019,RIG 1
26/10/20 16:35,26/10/20 17:01,R22,H1,5.099999905,9.100000381,RIG 1
26/10/20 17:04,26/10/20 17:15,L22,H1,1.5,2.599999905,RIG 1
26/10/20 17:17,26/10/20 17:39,L22,H2,5.800000191,10.39999962,RIG 1
26/10/20 17:46,26/10/20 18:13,L22,H3,5.699999809,10.10000038,RIG 1
26/10/20 18:15,26/10/20 18:41,L22,H4,5.699999809,10.19999981,RIG 1
26/10/20 18:46,26/10/20 19:13,L22,H5,6.099999905,10.80000019,RIG 1
26/10/20 19:19,26/10/20 23:12,L22,H6,6.699999809,12,RIG 1
26/10/20 23:21,26/10/20 23:45,L22,H7,6.300000191,11.19999981,RIG 1
26/10/20 23:52,27/10/20 0:13,L22,H8,5.300000191,9.5,RIG 1
27/10/20 0:19,27/10/20 0:38,L22,H9,4.900000095,8.699999809,RIG 1
27/10/20 0:47,27/10/20 1:33,L22,H10,4.699999809,8.300000191,RIG 1
27/10/20 1:43,27/10/20 2:09,L22,H11,4.800000191,8.5,RIG 1
27/10/20 2:19,27/10/20 2:30,L22A,H1,2.799999952,4.900000095,RIG 1
27/10/20 2:34,27/10/20 2:45,R22A,H1,2.799999952,4.900000095,RIG 1
27/10/20 2:55,27/10/20 3:03,LR23,H21,1.399999976,2.400000095,RIG 1
27/10/20 3:05,27/10/20 3:42,LR23,H20,6.699999809,11.89999962,RIG 1
27/10/20 3:49,27/10/20 4:13,LR23,H19,6.599999905,11.80000019,RIG 1
27/10/20 4:17,27/10/20 4:46,LR23,H18,6.699999809,12,RIG 1
27/10/20 4:52,27/10/20 5:19,LR23,H17,7,12.60000038,RIG 1
27/10/20 5:25,27/10/20 5:56,LR23,H16,7.599999905,13.5,RIG 1
27/10/20 6:08,27/10/20 6:39,LR23,H15,8.399999619,15,RIG 1
27/10/20 6:47,27/10/20 7:13,LR23,H14,6.900000095,12.39999962,RIG 1
27/10/20 7:20,27/10/20 7:40,LR23,H13,5.699999809,10.19999981,RIG 1
27/10/20 7:44,27/10/20 8:03,LR23,H12,5,8.899999619,RIG 1
27/10/20 8:08,27/10/20 8:31,LR23,H11,4.599999905,8.199999809,RIG 1
27/10/20 11:48,27/10/20 12:11,LR23,H10,4.699999809,8.399999619,RIG 1
27/10/20 12:13,27/10/20 12:36,LR23,H9,5,8.899999619,RIG 1
27/10/20 12:39,27/10/20 13:07,LR23,H8,5.5,9.800000191,RIG 1
27/10/20 13:14,27/10/20 13:39,LR23,H7,6.5,11.5,RIG 1
27/10/20 14:01,27/10/20 14:11,LR23,H6,6.800000191,12.19999981,RIG 1
27/10/20 14:17,27/10/20 14:40,LR23,H5,6.099999905,10.80000019,RIG 1
27/10/20 14:45,27/10/20 15:12,LR23,H4,5.800000191,10.39999962,RIG 1
27/10/20 15:17,27/10/20 15:44,LR23,H3,5.699999809,10.19999981,RIG 1
27/10/20 15:59,27/10/20 16:23,LR23,H2,5.900000095,10.5,RIG 1
27/10/20 16:28,27/10/20 16:35,LR23,H1,1.5,2.700000048,RIG 1
27/10/20 16:47,27/10/20 16:54,LR23A,H1,2.900000095,5.099999905,RIG 1
27/10/20 17:02,27/10/20 17:08,LR24,H13,1.399999976,2.400000095,RIG 1
27/10/20 17:54,27/10/20 17:55,LR24,H12,6.300000191,11.30000019,RIG 1
27/10/20 17:56,27/10/20 18:34,LR24,H11,6.199999809,11.10000038,RIG 1
27/10/20 18:35,27/10/20 19:03,LR24,H10,6.300000191,11.19999981,RIG 1
27/10/20 19:09,27/10/20 19:41,LR24,H9,6.599999905,11.80000019,RIG 1
27/10/20 19:51,27/10/20 20:15,LR24,H8,7,12.60000038,RIG 1
27/10/20 20:40,27/10/20 23:59,LR24,H7,7.900000095,14,RIG 1
28/10/20 0:00,28/10/20 0:31,LR24,H6,6.5,11.60000038,RIG 1
28/10/20 0:39,28/10/20 1:01,LR24,H5,5.400000095,9.699999809,RIG 1
28/10/20 1:05,28/10/20 1:32,LR24,H4,4.699999809,8.399999619,RIG 1
28/10/20 1:37,28/10/20 1:54,LR24,H3,4.400000095,7.900000095,RIG 1
28/10/20 2:02,28/10/20 2:19,LR24,H2,4.599999905,8.199999809,RIG 1
28/10/20 2:23,28/10/20 2:30,LR24,H1,1.799999952,3.200000048,RIG 1
28/10/20 2:36,28/10/20 2:51,LR24A,H1,2.799999952,5,RIG 1
28/10/20 2:53,28/10/20 2:58,LR25,H13,1.399999976,2.400000095,RIG 1
28/10/20 3:00,28/10/20 3:23,LR25,H12,5.800000191,10.39999962,RIG 1
28/10/20 3:24,28/10/20 3:43,LR25,H11,5.699999809,10.19999981,RIG 1
28/10/20 3:50,28/10/20 4:09,LR25,H10,5.800000191,10.30000019,RIG 1
28/10/20 4:13,28/10/20 4:35,LR25,H9,6,10.69999981,RIG 1
28/10/20 4:41,28/10/20 5:06,LR25,H8,6.5,11.60000038,RIG 1
28/10/20 5:10,28/10/20 5:37,LR25,H7,7.199999809,12.80000019,RIG 1
28/10/20 5:44,28/10/20 6:05,LR25,H6,5.800000191,10.30000019,RIG 1
28/10/20 6:09,28/10/20 6:42,LR25,H5,5.099999905,9,RIG 1
28/10/20 6:47,28/10/20 7:09,LR25,H4,4.5,8,RIG 1
28/10/20 12:16,28/10/20 12:29,SD1,H1,3,5.400000095,RIG 1
28/10/20 12:30,28/10/20 12:44,SD1,H2,3.099999905,5.599999905,RIG 1
28/10/20 12:48,28/10/20 13:00,SD1,H3,3.099999905,5.599999905,RIG 1
28/10/20 13:06,28/10/20 13:18,SD2,H1,3.700000048,6.599999905,RIG 1
28/10/20 13:22,28/10/20 13:35,SD2,H2,3.5,6.199999809,RIG 1
28/10/20 13:36,28/10/20 13:48,SD2,H3,3.5,6.300000191,RIG 1
28/10/20 13:50,28/10/20 14:02,SD2,H4,3.400000095,6,RIG 1
28/10/20 15:17,28/10/20 15:29,SD2A,H1,3.700000048,6.5,RIG 1
28/10/20 16:06,28/10/20 16:06,SD2A,H3,3.400000095,6.099999905,RIG 1
28/10/20 16:41,28/10/20 17:10,SD2A,H2,3.799999952,6.699999809,RIG 1
29/10/20 2:47,29/10/20 2:47,SD2B,H1,3.799999952,6.800000191,RIG 1
29/10/20 2:47,29/10/20 3:14,SD2B,H2,3.700000048,6.5,RIG 1
29/10/20 3:21,29/10/20 3:50,SD2C,H1,3.799999952,6.699999809,RIG 1
29/10/20 4:15,29/10/20 4:30,SD2C,H3,3.5,6.199999809,RIG 1
29/10/20 4:54,29/10/20 5:07,SD2C,H5,3.599999905,6.5,RIG 1
29/10/20 5:10,29/10/20 5:22,SD2C,H6,3.700000048,6.5,RIG 1
29/10/20 6:33,29/10/20 7:09,SD2C,H2,3.900000095,7,RIG 1
29/10/20 7:13,29/10/20 7:39,SD2C,H4,3.799999952,6.800000191,RIG 1
29/10/20 14:54,29/10/20 14:59,SD2D,H1,3.900000095,7,RIG 1
29/10/20 14:59,29/10/20 15:23,SD2D,H2,3.900000095,6.900000095,RIG 1
29/10/20 15:27,29/10/20 15:59,SD2E,H2,3.900000095,6.900000095,RIG 1
29/10/20 16:18,29/10/20 16:41,SD2E,H1,3.799999952,6.699999809,RIG 1
29/10/20 16:41,29/10/20 17:03,SD2E,H3,3.700000048,6.5,RIG 1
29/10/20 17:09,29/10/20 17:26,SD3,H1,3.799999952,6.800000191,RIG 1
29/10/20 17:34,29/10/20 18:04,SD3,H2,3.700000048,6.599999905,RIG 1
29/10/20 18:08,29/10/20 18:24,SD3,H3,3.799999952,6.800000191,RIG 1
29/10/20 18:29,29/10/20 18:43,SD3,H4,3.599999905,6.400000095,RIG 1
29/10/20 19:02,29/10/20 19:18,SD4,H1,3.400000095,6,RIG 1
29/10/20 19:23,29/10/20 19:39,SD5,H1,3.400000095,6.099999905,RIG 1
29/10/20 19:43,29/10/20 20:01,SD5,H2,3.5,6.300000191,RIG 1
29/10/20 20:17,29/10/20 20:37,SD6,H1,3.400000095,6.099999905,RIG 1
29/10/20 20:39,29/10/20 23:39,SD7,H1,3.5,6.199999809,RIG 1
29/10/20 23:43,29/10/20 23:55,SD7,H2,3.400000095,6.099999905,RIG 1
30/10/20 0:02,30/10/20 0:13,SD8,H1,3.200000048,5.599999905,RIG 1
30/10/20 0:19,30/10/20 0:35,SD9,H1,3.400000095,6,RIG 1
30/10/20 0:36,30/10/20 0:47,SD11,H1,3.299999952,5.900000095,RIG 1
30/10/20 0:52,30/10/20 0:58,SD13,H1,3.200000048,5.599999905,RIG 1
30/10/20 1:10,30/10/20 1:18,SD10,H1,3.099999905,5.5,RIG 1
30/10/20 1:27,30/10/20 1:38,SD12,H1,3.099999905,5.400000095,RIG 1
30/10/20 1:42,30/10/20 1:54,SD11,H2,3.200000048,5.599999905,RIG 1
30/10/20 1:58,30/10/20 2:12,SD13,H2,2.900000095,5.199999809,RIG 1
30/10/20 3:12,30/10/20 3:40,SD9,H2,3.299999952,5.800000191,RIG 1
30/10/20 4:12,30/10/20 4:27,S10,H5,4.800000191,8.5,RIG 1
30/10/20 4:33,30/10/20 4:42,S10,H4,3,5.300000191,RIG 1
30/10/20 4:48,30/10/20 4:58,S10,H3,2.400000095,4.199999809,RIG 1
30/10/20 5:06,30/10/20 5:13,S10,H2,2,3.5,RIG 1
30/10/20 5:15,30/10/20 5:21,S10,H1,1.799999952,3.099999905,RIG 1
30/10/20 5:30,30/10/20 5:44,S11,H5,3.099999905,5.5,RIG 1
30/10/20 5:46,30/10/20 6:44,S11,H4,3,5.199999809,RIG 1
30/10/20 6:48,30/10/20 6:58,S11,H3,2.799999952,5,RIG 1
30/10/20 6:59,30/10/20 7:06,S11,H2,2.400000095,4.300000191,RIG 1
30/10/20 7:08,30/10/20 7:15,S11,H1,2.299999952,4.099999905,RIG 1
30/10/20 7:38,30/10/20 7:45,S6,H10,1.5,2.599999905,RIG 1
30/10/20 7:49,30/10/20 12:16,S6,H9,4.199999809,7.5,RIG 1
